host_id,host_about,user_id
89737716,I love hosting people in my beautiful place. Chicago is one of the most fascinating cities in the world and I am happy I can contribute to your experience of it. I love to travel myself and learn new languages and new cultures. ,89737716
40738849,"I've lived in Chicago for 20 years and love this city. The neighborhood of East Lakeview feels like a small-town community with friendly neighbors and a casual vibe -- plus all the variety the city has to offer.  Some of my favorite places: The always-springtime feel at Maison Marcel (with the best croissants), the French Market at Nettelhorst Elementary's playlot on Saturday mornings, the Unabridged bookstore (staff recos rock), Wrigley Field (die-hard Cubs fan) and the BYOB sushi restaurant Yellowtail.",40738849
65470333,,65470333
126179580,Discover Chicago with a stay at one of Staywell's distinctive neighborhood properties. Our team is dedicated to ensuring that you have an exceptional and memorable experience. We love hosting guests from around the world and are available for questions about the city and anything else you might need during your stay! ,126179580
258297883,,258297883
40279213,,40279213
212313279,"Nicole and Matt are experienced hosts who take pride in making sure guests enjoy their stay. Nicole was raised in a northwest suburb of Chicago and Matt was raised just outside of Madison, Wisconsin. Together they have hosted thousands of stays, and enjoy doing so! Making guests happy, makes them happy:)
“We want our guests to get the full Chicago experience while having them come back to a safe, yet immaculate spot. Therefore, all our places are in very safe and well-known areas and the beds are very high-quality along with the other furniture. That’s why the one thing we ask is to please respect our places. When you book with us, please don’t hesitate to ask for recommendations or any questions you or your group may have. We look forward to hosting you:)”",212313279
52725236,My boyfriend and I have one daughter born in 2018. Just living the good life here in Chicago!,52725236
14866234,.,14866234
42063884,,42063884
227069903,,227069903
258828918,"Hello!  We are friendly, helpful, and like being hosts for Airbnb",258828918
57387860,"Freehand Chicago is housed in a 1927 building in Chicago’s vibrant River North neighborhood – home to some of the city’s best art galleries, boutiques and restaurants.

Freehand is a collection of hotels that combine the social culture of a hostel with innovative design, award-winning food and beverage, and a community-driven atmosphere. Each Freehand takes its cues from the surrounding neighborhood, with spaces that are a microcosm of the best each city has to offer.",57387860
179367980,"Wendy and Matt are experienced hosts who take pride in making sure guests enjoy their stay. Wendy comes from the beautiful Alicante, Spain, and Matt was raised just outside of Madison, Wisconsin. Together they have hosted thousands of stays, and enjoy doing so! Making guests happy, makes them happy:)
“We want our guests to get the full Chicago experience while having them come back to a safe, yet immaculate spot. Therefore, all our places are in very safe and well-known areas and the beds are very high-quality along with the other furniture. That’s why the one thing we ask is to please respect our places. When you book with us, please don’t hesitate to ask for recommendations or any questions you or your group may have. We look forward to hosting you:)”",179367980
226768155,"I am originally from St Louis , Missouri by way of Davenport, Iowa. My presence has been in the Chicago area for 35 years and in Logan Square 18 of those years. The residence was built in 1896 and has slowly been renovated. Being your host during your stay I may be engaged in wearing several hat:Health professional, Horticulturist, Floral composer or Reiki master, During my health profession traveling was a requirement so I know what is like to be away from one's base. Hopefully, the garden apartment can provide you comfort whether you are traveling on holiday or for business. I am available for any questions about Chicago or Logan Square.  Just ask.",226768155
