scores_rating,scores_accuracy,scores_cleanliness,scores_checkin,scores_communication,scores_location,scores_value,listing_id
5.0,5.0,5.0,5.0,5.0,5.0,5.0,571798661674100491
4.93,4.95,4.92,4.89,4.98,4.68,4.82,571996805769088450
4.76,4.83,4.85,4.54,4.85,4.17,4.8,587053579377795973
4.92,4.97,4.85,4.91,4.94,5.0,4.86,587144825433281663
4.55,4.36,4.59,4.91,4.77,4.73,4.36,587438357493288787
4.94,4.95,4.94,4.94,5.0,4.94,4.85,572359829377887600
4.99,4.97,4.93,4.99,5.0,4.87,4.86,587527494519188004
4.71,4.79,4.66,4.97,4.99,4.23,4.7,587537582301393587
4.85,4.73,4.77,4.96,4.96,4.62,4.77,587796305392678509
5.0,5.0,5.0,5.0,5.0,4.98,4.98,572408216186505610
4.84,4.89,4.83,4.94,4.94,4.71,4.76,588227833007637037
4.87,4.99,4.81,4.97,4.92,4.95,4.84,588278699426091171
4.64,4.76,4.88,4.88,4.81,4.85,4.55,588450321411010228
4.87,4.96,4.91,4.87,4.96,4.87,4.83,588627976253415980
4.97,5.0,5.0,4.94,4.97,5.0,4.87,572578787799525153
5.0,5.0,5.0,4.0,5.0,5.0,4.0,588852631390074373
4.28,4.67,4.23,4.79,4.65,4.33,4.35,589023708936836881
5.0,5.0,5.0,5.0,5.0,5.0,5.0,572587495562908871
4.33,5.0,4.33,5.0,4.67,4.0,4.33,572612280692136896
4.92,4.98,4.95,4.95,5.0,4.92,4.83,589035205475226530
4.83,4.83,4.67,4.83,5.0,5.0,5.0,572677620104345357
4.73,4.8,4.77,4.9,4.93,4.15,4.77,572823516620605531
4.88,4.93,4.95,4.67,4.9,4.83,4.79,573186721489825424
4.77,4.78,4.74,4.81,4.85,4.73,4.84,589181326148671873
4.77,4.71,4.74,4.77,4.84,3.77,4.58,573297741313034074
4.91,4.94,4.96,4.99,4.99,4.89,4.96,573421915063835310
5.0,5.0,5.0,5.0,5.0,4.5,4.0,573808167219117256
4.64,4.72,4.6,4.96,4.88,4.56,4.6,574407027382154073
5.0,5.0,5.0,5.0,5.0,4.92,5.0,589193701724301928
4.76,4.83,4.9,4.79,4.86,4.1,4.59,574699620465952732
4.69,4.58,4.5,4.92,4.96,4.62,4.69,574724965794706432
4.92,4.96,4.96,4.96,5.0,4.96,4.85,589217190374426243
4.94,4.97,4.94,5.0,5.0,4.83,4.78,574735789301672087
4.0,5.0,4.0,5.0,5.0,4.0,3.0,575181668806472479
4.98,4.93,4.84,4.99,4.98,4.92,4.84,575300388095711538
4.65,4.76,4.24,4.96,4.88,4.94,4.69,589852332200379494
5.0,4.89,5.0,5.0,5.0,5.0,4.67,589872111428989886
4.67,5.0,4.67,5.0,4.33,4.67,4.67,589928711472826994
5.0,5.0,5.0,5.0,5.0,5.0,5.0,589932786803188984
5.0,5.0,5.0,5.0,5.0,5.0,4.67,589937698151242046
5.0,5.0,5.0,5.0,5.0,5.0,5.0,589942224820170647
5.0,5.0,5.0,5.0,5.0,5.0,5.0,589943963020560686
4.7,4.81,4.85,4.7,4.48,4.63,4.85,590053326572153417
5.0,4.8,5.0,5.0,4.8,5.0,4.6,590063001831727773
4.33,4.58,4.25,4.67,4.75,4.83,4.5,590413147108200868
4.86,4.89,4.89,4.96,4.96,4.57,4.82,576142258595884822
4.67,4.71,4.59,4.76,4.66,4.71,4.55,576618088457249372
4.89,4.95,4.97,4.95,4.95,4.89,4.95,576655534825585579
4.92,4.94,4.98,4.94,4.99,4.85,4.83,590591161012149829
4.76,4.76,4.59,4.97,4.97,4.81,4.76,590769023911548317
4.38,4.46,4.62,4.62,4.46,4.31,4.46,590862841118193261
5.0,5.0,5.0,4.96,5.0,4.83,4.83,591460077768655813
4.98,5.0,5.0,5.0,5.0,5.0,4.98,576717548289447199
5.0,5.0,5.0,5.0,4.75,4.75,4.75,576775944344614543
4.45,4.45,4.55,4.64,4.55,4.18,4.27,576812476640227625
4.71,4.71,4.78,4.85,4.78,4.88,4.65,577343244199118396
4.16,4.26,4.03,4.65,4.5,4.47,4.42,591475031049104434
4.54,4.69,4.77,4.69,4.85,4.08,4.46,577420635612338223
4.98,4.98,5.0,4.96,5.0,4.87,4.89,577512690968445494
4.84,4.88,5.0,4.91,4.94,4.84,4.84,577741971409086730
4.63,4.66,4.66,4.86,4.8,4.63,4.66,591540741409328129
4.92,4.95,4.95,4.92,5.0,4.82,4.85,592038400483879353
5.0,5.0,5.0,5.0,5.0,5.0,4.83,578296978933117631
5.0,5.0,5.0,5.0,5.0,5.0,5.0,592061416301227776
5.0,4.5,5.0,5.0,4.5,5.0,4.5,592070204527529349
4.22,4.45,3.98,4.73,4.55,4.33,4.29,592767659387926581
4.14,4.12,4.02,4.68,4.7,4.42,4.18,592771654273240723
4.44,4.53,4.42,4.75,4.75,4.39,4.5,592815021305952457
4.42,4.5,4.39,4.72,4.64,4.25,4.44,592817414733439698
4.44,4.46,4.27,4.54,4.59,4.24,4.37,592819153097686110
4.71,4.57,5.0,4.86,5.0,4.0,4.43,592885157625123692
4.96,4.93,4.98,4.96,4.94,4.85,4.85,593437605186569908
4.73,4.93,5.0,5.0,5.0,4.8,4.67,579107910918953261
5.0,4.98,4.96,5.0,4.98,4.9,4.96,594221998336275686
4.73,4.73,4.8,4.93,4.9,4.37,4.73,579265550163905456
5.0,5.0,5.0,5.0,5.0,5.0,5.0,579514121718775234
4.92,4.82,4.97,4.9,4.92,4.98,4.7,594771380534797043
4.9,4.88,4.98,4.87,4.87,4.96,4.73,594772145650770690
4.71,4.71,4.79,4.71,4.75,4.96,4.39,594773722624434961
4.59,4.59,4.04,4.44,4.81,4.07,4.15,594937541144766707
4.85,4.85,4.93,4.96,4.96,4.81,4.85,579606258906138547
5.0,5.0,5.0,5.0,5.0,5.0,4.5,579931786362375723
5.0,4.5,5.0,4.0,4.0,5.0,4.5,579942137672929768
4.87,4.93,4.93,5.0,5.0,4.87,4.8,579952532680209285
5.0,5.0,5.0,5.0,5.0,5.0,5.0,580344574013318644
4.88,4.69,4.81,5.0,5.0,4.81,4.75,595594791496135657
4.67,4.79,4.7,4.77,4.88,4.63,4.63,595948293511661289
4.83,4.67,5.0,5.0,5.0,5.0,4.67,580381451516608153
4.8,4.8,4.4,5.0,5.0,4.8,4.8,580386798566485284
4.74,4.76,4.82,4.59,4.62,4.76,4.38,580403926752830876
4.77,4.9,4.87,4.88,4.82,4.47,4.8,580550047834328740
4.97,4.97,4.97,5.0,5.0,5.0,4.92,596243441049701289
4.95,4.95,4.95,5.0,5.0,5.0,4.91,581076315528389286
5.0,5.0,5.0,5.0,5.0,5.0,5.0,596432749721020740
5.0,5.0,4.0,5.0,5.0,5.0,5.0,596433327817896999
4.43,4.65,4.48,4.93,4.72,4.44,4.44,596574346027014224
4.5,4.75,4.75,3.5,4.75,4.25,4.75,582032890221566459
4.65,4.75,4.75,4.6,4.6,4.5,4.6,582493138485261573
5.0,5.0,5.0,5.0,5.0,4.5,5.0,582554540712580074
3.0,5.0,3.0,5.0,5.0,5.0,3.0,582834897413067731
5.0,5.0,5.0,5.0,5.0,5.0,4.5,582859740787318961
4.92,4.98,4.86,4.92,4.98,4.98,4.84,582921667905672246
4.59,4.54,4.38,4.86,4.7,4.3,4.51,596632637998928326
4.67,4.67,4.0,4.67,5.0,4.67,4.0,582941763450379226
4.38,4.38,4.5,4.73,4.69,4.0,4.27,596649150307933107
4.88,4.94,4.88,4.85,4.97,4.85,4.85,596863787629624613
4.56,4.8,4.93,4.59,4.83,4.93,4.54,583306034221049439
4.83,4.67,4.58,4.83,5.0,4.58,4.83,598639762355037641
4.25,3.75,4.0,4.5,4.5,3.75,4.0,598647855022557143
4.55,4.66,4.23,4.86,4.84,4.5,4.63,598723796403611707
4.71,4.67,4.52,4.77,4.88,4.71,4.6,596863939924134890
5.0,5.0,5.0,5.0,5.0,5.0,5.0,597020328083592436
4.85,4.94,4.79,4.96,4.91,4.91,4.77,598736322862370600
4.74,4.78,4.87,4.74,4.96,4.91,4.61,597040225545825534
4.89,4.88,4.9,4.94,4.9,4.9,4.9,597783098841871439
4.71,4.57,5.0,4.86,4.57,4.43,4.43,598752068768412083
4.9,5.0,4.95,4.81,4.81,5.0,4.81,597869922106617934
4.82,4.86,4.86,4.91,4.86,4.73,4.77,598541133221499400
4.99,4.97,4.96,4.96,4.99,4.87,4.96,599101808911768002
4.41,4.5,4.34,4.58,4.59,4.86,4.25,598554885297228070
4.87,4.87,4.77,4.81,4.96,4.94,4.75,598593646502067447
4.88,4.81,4.88,4.92,4.96,4.96,4.79,613103168399217511
5.0,5.0,4.87,5.0,5.0,5.0,5.0,613282909540891827
4.77,4.77,4.81,4.84,4.89,4.5,4.65,613836997434550887
4.8,4.83,4.8,4.87,4.94,4.92,4.63,614470348798268272
4.75,4.82,4.68,4.88,4.78,4.54,4.82,614553361349129459
4.73,4.79,4.79,4.89,4.9,4.88,4.63,614631484350436569
4.72,4.78,4.66,4.86,4.95,4.87,4.64,614652820447520785
4.63,4.72,4.33,4.84,4.92,4.7,4.59,599134753012399684
4.97,4.95,4.97,5.0,4.97,4.89,4.83,599270079159338740
5.0,4.98,5.0,5.0,5.0,5.0,4.93,615050908520321131
4.88,4.82,4.71,4.94,4.98,4.92,4.8,615055323555478081
4.75,4.75,4.0,5.0,5.0,4.75,5.0,599419292548991863
4.81,4.83,4.84,4.79,4.9,4.93,4.71,615781894376955798
4.87,4.91,4.76,4.9,4.96,4.87,4.76,615840035511079757
4.5,4.5,4.0,5.0,5.0,4.0,4.5,599542221242810329
5.0,5.0,5.0,5.0,5.0,5.0,5.0,599857637500520449
5.0,5.0,5.0,5.0,5.0,5.0,5.0,600016095186794941
4.76,4.88,4.74,4.88,4.86,4.78,4.76,615850055810564857
4.9,4.9,4.85,4.93,4.97,4.84,4.72,600581181037800134
5.0,4.75,5.0,5.0,5.0,4.25,4.75,600591753384714318
5.0,5.0,5.0,5.0,5.0,5.0,5.0,600622184724170928
4.8,5.0,5.0,4.8,5.0,5.0,4.6,600672336575869123
4.82,4.7,4.79,4.94,4.94,4.88,4.55,615857972878323296
4.8,4.74,4.75,4.83,4.85,4.74,4.72,615866049044369003
4.9,4.7,4.9,5.0,5.0,4.8,4.7,600799641191094629
4.5,4.58,4.5,4.79,4.63,4.13,4.29,600944319053361692
5.0,5.0,5.0,4.88,5.0,4.63,5.0,601001913778141298
4.56,4.56,4.38,4.93,4.88,4.88,4.56,601291927766069105
4.83,4.77,4.87,4.94,4.94,4.64,4.64,615872996222019546
5.0,5.0,4.86,4.86,5.0,4.86,5.0,616016896174374957
4.97,4.99,4.96,4.97,4.97,4.95,4.93,616168662512528578
2.0,3.0,3.0,2.0,4.0,5.0,2.0,616471029024360230
4.94,4.94,4.97,4.9,5.0,4.29,4.74,601385116912568483
4.78,4.95,4.81,4.89,4.86,4.89,4.78,601394938382221196
5.0,5.0,5.0,5.0,5.0,5.0,4.83,601414011885660634
4.62,4.83,4.75,4.85,4.85,4.68,4.66,616554271606503988
4.91,4.91,4.89,4.98,4.98,4.87,4.73,616560273313483643
3.0,3.0,2.0,5.0,4.0,4.0,3.0,601529694614833445
4.89,4.84,4.67,4.87,4.9,4.73,4.67,616567793942868854
4.95,5.0,4.92,5.0,5.0,4.97,4.97,601681301917915656
4.58,4.23,4.38,4.85,4.88,4.77,4.58,602754169654728697
4.88,4.91,4.91,5.0,4.9,4.94,4.81,602754369424181511
4.85,4.83,4.83,4.85,4.89,4.76,4.65,616581982132767071
4.9,4.9,4.88,4.86,4.98,4.8,4.7,616587865854200822
4.87,4.87,4.89,4.83,4.92,4.77,4.7,616598629936053419
5.0,5.0,5.0,5.0,5.0,5.0,5.0,602944471654340002
5.0,5.0,5.0,5.0,5.0,5.0,5.0,603028268207775071
4.58,4.53,4.16,4.89,4.95,4.79,4.47,603461790096092468
4.34,4.59,4.28,4.72,4.75,4.75,4.47,603461937305047388
4.82,4.8,4.96,4.86,4.93,4.84,4.8,603692713581585569
4.67,4.67,5.0,5.0,5.0,4.67,4.33,616682030967948402
5.0,5.0,5.0,5.0,5.0,5.0,4.67,616803320873770868
4.64,4.73,4.62,4.76,4.73,4.69,4.6,603883304654863929
3.0,3.0,4.0,2.0,2.0,5.0,3.0,604240007751009553
4.82,4.84,4.68,4.82,4.86,5.0,4.74,616909307862188294
5.0,4.67,4.67,5.0,5.0,5.0,4.67,617188250362684979
5.0,4.96,4.93,4.89,4.96,4.93,4.96,604597690700785432
4.82,4.76,4.85,4.76,4.82,4.79,4.82,604637184512414056
4.14,4.29,4.14,4.86,4.71,5.0,4.29,605117016952339858
4.93,4.98,4.88,4.93,4.98,4.81,4.77,617241679909282449
4.71,4.71,4.43,5.0,4.86,4.71,4.43,605221776436014962
4.62,4.67,4.48,4.1,4.43,4.48,4.62,617243107364320278
4.91,4.89,4.93,4.91,4.91,4.87,4.82,617250533931743110
4.95,4.87,4.54,4.9,4.97,4.97,4.9,605274919852250230
4.77,4.81,4.69,4.88,4.92,4.77,4.62,617256554348283083
4.88,4.86,4.88,4.94,4.94,4.91,4.83,617269223813019813
4.81,4.9,5.0,5.0,5.0,4.57,4.76,605703729803786889
4.46,4.51,4.54,4.65,4.84,4.89,4.3,605851944584220485
4.77,4.9,4.9,4.9,4.83,4.9,4.4,605880785083650406
4.0,4.0,4.75,4.25,4.25,4.25,3.75,606007670793701048
5.0,5.0,5.0,5.0,5.0,4.67,4.67,606011762280846218
4.9,4.85,4.8,4.93,4.95,4.76,4.66,617278392842114917
5.0,4.88,4.94,5.0,5.0,5.0,5.0,606436500480197324
4.86,4.71,4.95,4.86,4.95,4.9,4.71,617292138992477572
5.0,5.0,5.0,5.0,5.0,5.0,5.0,606474623883227502
4.93,4.95,4.91,4.93,4.98,4.98,4.8,607419092704063495
4.95,4.95,4.95,5.0,5.0,4.85,4.8,617449893664696358
4.85,4.81,4.91,4.83,4.91,4.83,4.66,617564455831645687
5.0,5.0,4.98,4.98,5.0,4.96,4.93,618087987433574127
4.74,4.84,4.89,4.74,4.84,4.53,4.42,607944466411845252
4.91,4.91,4.95,5.0,4.95,4.77,4.68,607973733190964807
4.88,5.0,5.0,5.0,5.0,4.63,4.75,618367253711673346
4.9,4.93,4.96,5.0,4.99,4.82,4.89,608103066316430821
4.94,4.91,4.85,4.88,4.94,5.0,4.82,608227807871817220
5.0,4.67,4.67,4.67,5.0,5.0,4.67,608252541474551552
4.89,4.93,4.88,4.95,5.0,4.79,4.82,618835403431967033
4.86,4.86,4.95,4.9,4.95,5.0,4.81,608877433990692164
4.88,4.92,4.87,4.96,5.0,4.63,4.71,609050814181729502
4.93,4.93,4.88,4.94,5.0,4.78,4.87,619091057088999251
4.89,5.0,4.89,4.94,5.0,4.72,4.94,619121832008755075
4.84,4.91,4.53,4.84,4.97,4.97,4.78,609209800383175853
5.0,5.0,5.0,5.0,5.0,4.5,4.17,609262363582314932
4.88,4.95,4.94,4.98,4.98,4.52,4.88,609277260244650421
4.54,4.69,4.69,5.0,5.0,4.62,4.38,609308795760783215
4.7,4.7,4.5,4.83,4.85,4.35,4.45,609332696307845208
4.51,4.61,4.68,4.89,4.79,4.95,4.58,609426723980234879
4.75,4.86,4.79,4.86,4.85,4.97,4.75,609429805324567153
4.94,4.91,4.98,4.95,4.94,4.98,4.88,609457319116775708
4.44,4.6,4.39,4.76,4.82,4.94,4.58,609477882686825353
4.61,4.7,4.41,4.72,4.7,4.93,4.63,609500552813051903
4.93,4.93,4.92,4.95,4.97,4.85,4.84,619441009319934273
4.83,4.83,4.83,4.93,4.98,4.69,4.83,619546774674536980
4.77,4.83,4.9,4.89,4.9,4.83,4.74,619558971946051955
4.82,4.87,4.84,4.91,4.91,4.69,4.64,619724359437253955
4.84,5.0,4.79,4.95,4.95,4.95,4.89,619756010280793744
4.86,4.88,4.89,4.92,4.94,4.98,4.74,619763577593447270
4.94,4.94,4.97,4.91,5.0,4.73,4.94,610012033402113609
4.91,4.94,4.93,4.93,4.9,4.93,4.69,620161336985176535
4.88,4.88,4.9,4.86,4.92,4.96,4.76,620170761952745494
4.84,4.85,4.87,4.96,4.82,4.82,4.76,620193974737501889
4.69,4.67,4.81,4.74,4.87,4.9,4.6,620378921294085253
5.0,4.91,4.82,4.91,5.0,4.91,4.82,610017200294873811
4.93,4.99,5.0,4.79,4.88,4.96,4.85,610208466828381960
4.86,4.86,4.59,4.95,4.86,4.55,4.86,620390974019097713
4.97,4.97,4.97,4.97,5.0,5.0,4.97,610435645646336853
4.79,4.82,4.91,4.88,4.88,4.15,4.62,620792110886941059
4.95,4.95,4.93,4.86,4.94,4.93,4.82,620800540630600627
4.69,4.81,4.38,4.85,4.81,4.65,4.5,620915780223376399
5.0,4.92,4.89,4.97,4.94,4.78,5.0,610645584447770131
5.0,4.88,4.88,4.88,5.0,5.0,4.88,620916541701563155
5.0,5.0,5.0,5.0,5.0,3.0,5.0,611089980772836204
4.17,4.5,4.67,4.44,4.39,3.89,4.33,620926220778986095
4.85,4.87,4.94,4.91,4.94,4.35,4.76,620945252721714880
4.87,4.92,4.94,4.9,4.95,4.88,4.78,621089756776231347
5.0,5.0,5.0,5.0,5.0,5.0,5.0,621236315653474714
5.0,5.0,5.0,5.0,5.0,5.0,5.0,611546088424977961
4.95,4.95,4.98,4.98,4.98,4.93,4.78,612179677317950848
4.31,4.56,4.03,4.9,4.87,4.31,4.49,621240346525815990
4.98,4.98,4.98,4.97,5.0,4.98,4.9,621519858441933281
5.0,5.0,5.0,5.0,5.0,4.92,4.92,612332720040556350
4.71,4.7,4.67,4.86,4.9,4.72,4.55,612484155280205431
4.74,4.84,4.79,4.63,4.95,4.89,4.63,621603555015073089
4.9,4.93,4.89,4.97,4.98,4.53,4.92,622066599751195058
4.94,4.97,4.93,4.96,5.0,4.93,4.82,612497086609995458
4.95,4.97,4.87,4.97,4.92,5.0,4.86,612794314924844686
4.93,4.98,4.95,4.93,5.0,4.88,4.93,612942666712815074
4.25,4.19,3.92,4.28,4.72,4.81,4.33,613068601338886624
4.93,4.93,4.91,4.98,4.98,4.84,4.91,624681474626483986
4.97,4.97,4.97,5.0,5.0,4.9,4.87,622337625561636043
4.91,4.86,4.76,4.97,4.95,4.88,4.79,624712488724850701
4.83,4.81,4.69,4.93,4.98,4.27,4.73,624839152530216936
4.78,4.78,4.67,4.78,4.89,5.0,4.78,622577964850815706
5.0,5.0,5.0,5.0,5.0,5.0,5.0,625249237072411329
4.95,4.96,4.85,5.0,4.98,4.53,4.85,622605835990770371
4.77,4.88,4.73,5.0,4.88,5.0,4.77,625326312409291336
4.89,4.84,4.78,4.81,4.89,4.95,4.62,622991262269659235
5.0,5.0,5.0,5.0,5.0,5.0,5.0,625361919451440025
4.91,4.81,4.99,4.88,4.96,4.29,4.7,625383288503383423
4.72,4.79,4.74,4.94,4.94,4.91,4.66,623061479188678847
4.91,4.93,4.91,4.91,5.0,4.64,4.86,623265637725732331
4.71,4.75,4.43,4.79,4.71,4.82,4.79,625417903668863470
4.8,4.73,4.95,4.63,4.8,4.35,4.8,625435134000284113
4.44,4.4,4.19,4.65,4.79,4.29,4.46,625506881807444115
4.53,4.67,4.6,4.71,4.71,4.53,4.55,625556016732844842
4.81,4.97,4.89,4.86,4.92,4.72,4.83,623289630247460507
4.81,4.86,4.79,4.79,4.86,4.76,4.71,625570783481237881
4.9,4.93,4.93,4.97,4.99,4.39,4.85,625657883637817281
4.59,4.54,4.86,4.68,4.57,5.0,4.59,625942337858763668
4.98,4.98,5.0,4.97,4.97,5.0,4.88,626065208710069377
4.86,4.82,4.86,4.95,5.0,4.0,4.59,626100418848566929
4.65,4.69,4.73,4.73,4.88,3.85,4.58,626103567505773297
4.98,4.98,5.0,4.98,5.0,4.9,4.95,626192524373148468
4.62,4.73,4.68,4.81,4.65,4.81,4.59,623777096327913580
5.0,5.0,5.0,5.0,5.0,4.33,5.0,626233122712948682
4.83,4.91,4.91,4.91,4.96,4.7,4.61,626233683264269396
5.0,5.0,5.0,5.0,5.0,5.0,5.0,623938250370006905
4.53,4.58,4.57,4.93,4.75,4.78,4.43,624479774992982122
4.95,4.89,4.89,4.95,5.0,5.0,4.84,634006606520314991
4.79,4.82,4.76,4.71,4.87,4.71,4.74,626275507550737022
5.0,4.98,5.0,5.0,5.0,4.98,4.9,626275915585420004
4.81,4.84,4.74,4.9,4.87,4.74,4.65,634236248016719410
4.48,4.68,4.47,4.63,4.55,4.92,4.55,634380865591953224
4.72,4.83,4.78,4.78,4.78,4.83,4.67,626280824411503343
4.83,4.81,4.72,4.96,4.91,4.89,4.68,634612676327543472
5.0,4.67,4.89,5.0,5.0,4.89,4.44,634655043034465784
4.84,4.86,4.84,4.83,4.91,4.79,4.57,626287704198387143
4.4,4.6,4.45,4.7,4.95,4.8,4.45,634732334516100916
4.73,4.82,4.81,4.87,4.97,4.69,4.66,626294508486359635
5.0,4.9,4.96,4.93,4.96,4.81,4.88,626317274744748780
4.88,4.9,4.9,4.76,4.98,4.95,4.81,626649448938992993
4.79,4.81,4.74,4.87,4.96,4.75,4.72,626654914661354275
4.94,4.97,4.97,5.0,5.0,4.79,4.97,635479365765547530
4.79,4.87,4.77,4.71,4.94,4.83,4.65,626660857822440419
4.94,4.92,4.95,4.95,5.0,4.83,4.82,635562792917227378
4.84,4.8,4.76,4.92,4.92,4.84,4.6,626678183826653786
4.88,4.8,4.78,4.98,5.0,4.8,4.68,635687858805931507
4.86,4.86,4.75,4.86,4.84,4.96,4.77,635748721684924926
5.0,5.0,4.75,5.0,5.0,5.0,5.0,636035754176865924
4.69,4.71,4.81,4.94,4.96,4.81,4.56,626846896991096462
5.0,5.0,5.0,5.0,5.0,5.0,4.97,627547867125214827
5.0,5.0,5.0,5.0,4.86,4.71,4.86,636250064064462881
4.71,4.71,4.7,4.69,4.67,4.92,4.64,636275682012132479
4.88,4.96,4.9,4.85,5.0,4.92,4.85,627625502277340745
4.86,4.88,4.85,4.95,4.97,4.34,4.87,627839838083113502
5.0,5.0,4.0,5.0,4.0,5.0,4.0,636277247685356126
4.56,4.66,4.38,4.53,4.56,4.84,4.22,636277513363212598
4.74,4.58,4.58,4.84,4.63,4.89,4.53,636277776535193668
4.92,4.77,4.62,4.92,4.92,4.69,4.85,636323240073035575
4.63,4.7,4.5,4.71,4.66,4.89,4.46,636355767032689677
5.0,5.0,4.0,5.0,5.0,5.0,5.0,636558200225156162
4.75,4.92,4.83,4.91,5.0,4.98,4.66,627936924424434992
4.86,4.82,4.91,4.77,4.73,4.95,4.64,627937096690103792
5.0,5.0,5.0,4.0,5.0,5.0,4.0,627955796073379948
4.85,4.88,4.91,4.94,4.94,4.12,4.7,628230205492467023
4.88,4.95,4.93,5.0,4.95,4.8,4.75,637142417436254696
4.88,4.78,5.0,4.88,5.0,4.75,4.8,628333148081881406
4.69,4.74,4.79,4.87,4.79,4.47,4.63,628376656431858046
4.78,4.81,4.81,4.94,4.97,4.75,4.41,637163279309811800
4.84,4.89,4.76,4.89,4.95,4.74,4.54,637186142163100079
4.73,4.73,4.8,4.8,4.93,4.8,4.6,637197653346993791
4.98,4.96,5.0,4.98,5.0,4.84,4.79,628397563108217536
4.71,5.0,4.86,4.86,4.86,4.43,5.0,637206522387025095
4.98,5.0,4.87,4.97,4.98,5.0,4.89,628435018118317455
4.88,4.94,4.81,4.88,4.92,4.94,4.71,628791325830556053
4.67,4.81,4.76,4.52,4.9,4.95,4.38,628791452555224884
4.74,4.84,4.71,4.68,4.84,4.84,4.61,628791563644110892
2.0,1.0,3.0,4.0,4.0,1.0,1.0,637641833820282065
4.72,4.88,4.72,4.91,4.88,4.81,4.72,628798006249745797
4.92,4.92,4.96,5.0,5.0,4.96,4.84,637682564283136179
4.81,4.94,4.89,4.74,4.98,4.94,4.57,628855874552199266
4.58,4.58,4.58,5.0,4.63,5.0,4.53,638008650510485051
4.65,4.71,4.47,4.79,4.76,4.5,4.65,628917896390406911
4.86,4.85,4.9,4.95,4.94,4.41,4.84,638451409169993182
4.8,4.97,4.97,4.93,4.97,4.53,4.7,638482710835258153
4.5,4.71,4.33,4.71,4.84,4.93,4.52,628974286258737070
4.0,5.0,5.0,4.0,5.0,5.0,4.0,638972815620892181
4.9,4.94,4.92,4.66,4.94,4.92,4.68,628989428379651515
4.82,4.79,4.88,4.82,4.93,4.88,4.67,629028544930934083
4.91,4.93,4.96,4.9,4.94,4.99,4.86,629098064295870083
4.87,4.84,4.91,4.93,4.95,4.98,4.82,629099599551063519
4.89,4.96,4.86,5.0,4.93,4.86,4.82,629126180703558336
5.0,5.0,5.0,5.0,5.0,5.0,5.0,629267245356047033
4.91,4.89,4.94,4.94,4.93,4.7,4.85,629486854095921812
4.91,4.93,4.93,4.96,4.96,4.88,4.79,629527305375321152
4.69,4.54,4.54,4.92,4.85,4.85,4.77,639224228936028244
4.96,4.93,4.93,4.96,5.0,4.59,4.96,629534849745176751
5.0,5.0,5.0,5.0,5.0,5.0,5.0,639393583719624089
4.74,4.82,4.78,4.85,4.88,4.88,4.54,629751313472153815
4.97,5.0,4.92,5.0,5.0,4.94,4.92,639745550659737701
4.93,4.89,4.89,4.91,4.98,4.85,4.93,639759006877927996
4.56,4.62,4.59,4.79,4.85,4.54,4.59,629861241193101588
4.6,4.4,5.0,4.2,5.0,5.0,4.6,629905287616231330
4.85,4.83,4.86,4.94,4.94,4.34,4.83,630176108437535179
4.67,4.67,4.67,4.78,4.89,4.22,4.56,630297651910546792
4.33,4.67,4.0,4.67,5.0,5.0,4.33,639920368906600737
4.79,4.74,4.84,4.79,4.84,4.58,4.58,630326166433305965
4.94,4.97,5.0,4.94,5.0,4.8,4.8,630355783397948807
5.0,5.0,4.67,5.0,5.0,5.0,5.0,630486532402180668
4.57,4.63,4.56,4.89,4.74,4.8,4.44,640034142960477648
5.0,5.0,5.0,5.0,5.0,5.0,5.0,640360632827167793
4.89,4.91,4.91,4.93,4.91,4.35,4.89,640458573079696683
4.57,4.72,4.6,4.79,4.76,4.66,4.55,640469965697816739
4.63,4.75,4.67,4.7,4.78,4.48,4.68,640491601982265580
5.0,5.0,5.0,5.0,5.0,4.5,4.5,630537469029085072
4.87,4.89,4.85,4.85,4.98,4.91,4.83,640710378187020053
5.0,5.0,5.0,5.0,5.0,4.92,4.75,641049705408068952
4.74,4.87,4.63,4.97,4.97,4.95,4.68,631298805350651005
5.0,5.0,5.0,5.0,5.0,5.0,5.0,631833151300331625
5.0,5.0,5.0,5.0,5.0,5.0,5.0,633224373642797274
4.83,4.92,4.75,5.0,4.83,4.83,4.67,641126773651537396
4.96,4.96,5.0,4.96,4.96,4.93,4.96,633231151985915385
4.31,4.19,4.19,4.44,4.44,4.13,4.25,641344088809444688
4.83,4.91,4.85,4.96,4.87,4.63,4.85,641465120871879330
5.0,5.0,4.98,5.0,4.98,4.95,4.89,633433690826539871
4.4,4.53,4.6,4.68,4.58,4.23,4.33,633437532751176862
5.0,5.0,5.0,5.0,5.0,5.0,4.75,633518233790199761
5.0,5.0,5.0,5.0,5.0,5.0,5.0,642015442862738222
5.0,4.75,5.0,5.0,5.0,4.75,4.75,642212147234433335
5.0,5.0,4.96,5.0,5.0,4.98,4.84,633519019612819552
4.77,4.83,5.0,4.89,4.91,4.91,4.59,633527473532501775
4.33,4.67,3.83,4.5,5.0,4.83,4.67,642351186510356551
5.0,4.95,5.0,5.0,5.0,4.88,4.97,633874621643692129
5.0,5.0,5.0,5.0,5.0,5.0,4.0,643143360745159922
4.78,4.96,4.87,4.91,4.91,4.91,4.87,643282473274113090
4.92,4.94,4.78,4.94,5.0,4.89,4.78,633979824372105275
4.69,4.87,4.62,4.74,4.85,4.76,4.56,647369974551666096
4.83,4.94,4.89,4.94,4.94,5.0,5.0,643615922994248988
